internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
112629053,Banksia shanklandiorum,Dryandra shanklandiorum Randall,Dryandra,shanklandiorum,Randall,,
112629058,Banksia shuttleworthiana,Dryandra shuttelworthiana Meisn.,Dryandra,shuttelworthiana,Meisn.,,
112629086,Banksia splendida,Dryandra speciosa Meisn.,Dryandra,speciosa,Meisn.,,
112629095,Banksia squarrosa,Dryandra squarrosa R.Br.,Dryandra,squarrosa,R.Br.,,
112629124,Banksia stenoprion,Dryandra stenoprion Meisn.,Dryandra,stenoprion,Meisn.,,
112629129,Banksia strictifolia,Dryandra stricta A.S.George,Dryandra,stricta,A.S.George,,
112629139,Banksia stuposa,Dryandra stuposa Lindl.,Dryandra,stuposa,Lindl.,,
112629159,Banksia subpinnatifida,Dryandra subpinnatifida C.A.Gardner,Dryandra,subpinnatifida,C.A.Gardner,,
112629180,Banksia subulata,Dryandra subulata C.A.Gardner,Dryandra,subulata,C.A.Gardner,,
112629184,Banksia tenuis,Dryandra tenuifolia R.Br.,Dryandra,tenuifolia,R.Br.,,
112629209,Banksia tortifolia,Dryandra tortifolia Kippist ex Meisn.,Dryandra,tortifolia,Kippist ex Meisn.,,
112629232,Banksia tridentata,Dryandra tridentata Meisn.,Dryandra,tridentata,Meisn.,,
112629307,Banksia trifontinalis,Dryandra trifontinalis A.S.George,Dryandra,trifontinalis,A.S.George,,
112629370,Banksia vestita,Dryandra vestita Meisn.,Dryandra,vestita,Meisn.,,
112629381,Banksia viscida,Dryandra viscida A.S.George,Dryandra,viscida,A.S.George,,
112629393,Banksia wonganensis,Dryandra wonganensis A.S.George,Dryandra,wonganensis,A.S.George,,
112629429,Banksia xylothemelia,Dryandra xylothemelia A.S.George,Dryandra,xylothemelia,A.S.George,,
112643532,Grevillea centristigma,Grevillea drummondii Meisn. subsp. centristigma McGill.,Grevillea,drummondii,Meisn.,subspecies (plantae),McGill.
112643869,Grevillea delta,Grevillea thelemanniana R.Br. ex Meisn. ssp. delta McGill.,Grevillea,thelemanniana,R.Br. ex Meisn.,subspecies,McGill.
113014883,Grevillea dissecta,Grevillea pilosa A.S.George subsp. dissecta McGill.,Grevillea,pilosa,A.S.George,subspecies (plantae),McGill.
113014883,Grevillea dissecta,Hakea neodissecta (I.M.Turner) Christenh. & Byng,Hakea,neodissecta,(I.M.Turner) Christenh. & Byng,,
113014883,Grevillea dissecta,Grevillea neodissecta I.M.Turner,Grevillea,neodissecta,I.M.Turner,,
113015373,Grevillea dolichopoda,Grevillea disjuncta F.Muell. subsp. dolichopoda McGill.,Grevillea,disjuncta,F.Muell.,subspecies (plantae),McGill.
113015373,Grevillea dolichopoda,Hakea dolichopoda (McGill.) Christenh. & Byng,Hakea,dolichopoda,(McGill.) Christenh. & Byng,,
113018124,Grevillea florida,Grevillea uncinulata Diels subsp. florida McGill.,Grevillea,uncinulata,Diels,subspecies (plantae),McGill.
113020591,Grevillea hirtella,Grevillea pinaster Meisn. var. hirtella Benth.,Grevillea,pinaster,Meisn.,variety,Benth.
113051370,Grevillea oligomera,Grevillea petrophiloides Meisn. subsp. oligomera McGill.,Grevillea,petrophiloides,Meisn.,subspecies (plantae),McGill.
113085442,Grevillea uniformis,Grevillea acrobotrya Meisn. subsp. uniformis McGill.,Grevillea,acrobotrya,Meisn.,subspecies (plantae),McGill.
113089304,Hakea drupacea,Hakea suaveolens R.Br.,Hakea,suaveolens,R.Br.,,
113089304,Hakea drupacea,Conchium drupaceum C.F.Gaertn.,Conchium,drupaceum,C.F.Gaertn.,,
112508417,Alloxylon pinnatum,Embothrium wickhamii W.Hill & F.Muell. var. pinnatum Maiden & Betche,Embothrium,wickhamii,W.Hill & F.Muell.,variety,Maiden & Betche
112509268,Alloxylon wickhamii,Embothrium wickhamii W. Hill & F. Muell.,Embothrium,wickhamii,W. Hill & F. Muell.,,
112512098,Athertonia diversifolia,Helicia diversifolia C.T.White,Helicia,diversifolia,C.T.White,,
112595948,Bleasdalea bleasdalei,Turrillia bleasdalei (F.Muell.) A.C.Sm.,Turrillia,bleasdalei,(F.Muell.) A.C.Sm.,,
112595948,Bleasdalea bleasdalei,Grevillea bleasdalei F.Muell.,Grevillea,bleasdalei,F.Muell.,,
112600755,Catalepidia heyana,Helicia heyana F.M.Bailey,Helicia,heyana,F.M.Bailey,,
112604702,Darlingia darlingiana,Darlingia spectatissima F.Muell.,Darlingia,spectatissima,F.Muell.,,
112643394,Grevillea angustiloba,Grevillea ilicifolia R.Br. var. angustiloba F.Muell.,Grevillea,ilicifolia,R.Br.,variety,F.Muell.
112646048,Grevillea aquifolium,Grevillea williamsonii F.Muell.,Grevillea,williamsonii,F.Muell.,,
112652077,Grevillea dilatata,Grevillea ilicifolia R.Br. var. dilatata R.Br.,Grevillea,ilicifolia,R.Br.,variety,R.Br.
113022452,Grevillea kedumbensis,Grevillea obtusiflora R.Br. subsp. kedumbensis McGill.,Grevillea,obtusiflora,R.Br.,subspecies (plantae),McGill.
113081732,Grevillea scortechinii,Grevillea ilicifolia (R.Br.) R.Br. var. scortechinii F.Muell. ex Scort.,Grevillea,ilicifolia,(R.Br.) R.Br.,variety,F.Muell. ex Scort.
113082515,Grevillea speciosa,Grevillea punicea R.Br.,Grevillea,punicea,R.Br.,,
113082515,Grevillea speciosa,Lysanthe speciosa Knight,Lysanthe,speciosa,Knight,,
113088047,Hakea dactyloides,Banksia dactyloides Gaertn.,Banksia,dactyloides,Gaertn.,,
113088688,Hakea salicifolia,Embothrium salicifolium Vent.,Embothrium,salicifolium,Vent.,,
113136601,Hollandaea sayeriana,Helicia sayeriana F.Muell.,Helicia,sayeriana,F.Muell.,,
113136806,Isopogon anemonifolius,Protea anemonifolia R.A.Salisbury,Protea,anemonifolia,R.A.Salisbury,,
113179092,Lomatia silaifolia,Embothrium silaifolium Sm.,Embothrium,silaifolium,Sm.,,
113203335,Persoonia brevifolia,Persoonia myrtilloides Sieber ex Schult. & Schult.f. var. brevifolia Benth.,Persoonia,myrtilloides,Sieber ex Schult. & Schult.f.,variety,Benth.
113259888,Stenocarpus sinuatus,Agnostus sinuatus A.Cunn.,Agnostus,sinuatus,A.Cunn.,,
113260504,Telopea speciosissima,Embothrium speciosissimum Sm.,Embothrium,speciosissimum,Sm.,,
113265264,Xylomelum pyriforme,Banksia pyriformis Gaertn.,Banksia,pyriformis,Gaertn.,,
113265264,Xylomelum pyriforme,Xylomelum pyriforme (Gaertn.) R Br. [orth. error],Xylomelum,pyriforme,(Gaertn.) R Br. [orth. error],,
113240682,Sphalmium racemosum,Orites racemosus C.T.White,Orites,racemosus,C.T.White,,
117007649,Cenchrus basedowii,Pennisetum basedowii Summerh. & C.E.Hubb.,Pennisetum,basedowii,Summerh. & C.E.Hubb.,,
44393649,Cenchrus geniculatus,Cenchrus thunbergii (Kunth) Morrone,Cenchrus,thunbergii,(Kunth) Morrone,,
44393649,Cenchrus geniculatus,Pennisetum thunbergii Kunth,Pennisetum,thunbergii,Kunth,,
117332324,Banksia neoanglica,Banksia spinulosa Sm. var. neoanglica A.S.George,Banksia,spinulosa,Sm.,variety,A.S.George
209124857,Livistona mariae,Livistona rigida Becc.,Livistona,rigida,Becc.,,
164480,Alternanthera sessilis,Alternanthera sessilis R.Br.,Alternanthera,sessilis,R.Br.,,
164480,Alternanthera sessilis,Illecebrum sessile (L.) L.,Illecebrum,sessile,(L.) L.,,
164480,Alternanthera sessilis,Alternanthera nodiflora R.Br,Alternanthera,nodiflora,R.Br,,
164480,Alternanthera sessilis,Gomphrena sessilis L.,Gomphrena,sessilis,L.,,
164480,Alternanthera sessilis,Alternanthera denticulata R.Br,Alternanthera,denticulata,R.Br,,
162381,Caldesia parnassifolia,Caldesia reniformis (D.Don) Makino,Caldesia,reniformis,(D.Don) Makino,,
162381,Caldesia parnassifolia,Alisma reniforme D.Don,Alisma,reniforme,D.Don,,
162381,Caldesia parnassifolia,Caldesia reniformis (D.Don.) Makino,Caldesia,reniformis,(D.Don.) Makino,,
162381,Caldesia parnassifolia,Alisma parnassifolium L.,Alisma,parnassifolium,L.,,
164404,Lemna aequinoctialis,Lemna blatterii McCann,Lemna,blatterii,McCann,,
164404,Lemna aequinoctialis,Lemna eleonorae McCann,Lemna,eleonorae,McCann,,
164404,Lemna aequinoctialis,Lemna angolesis Welw.,Lemna,angolesis,Welw.,,
164404,Lemna aequinoctialis,Lemna auoukikusa T.Beppu & J.Murata,Lemna,auoukikusa,T.Beppu & J.Murata,,
164404,Lemna aequinoctialis,Lemna minima Blatt. & Hallb.,Lemna,minima,Blatt. & Hallb.,,
164404,Lemna aequinoctialis,Lemna paucicostata Hegelm.,Lemna,paucicostata,Hegelm.,,
164404,Lemna aequinoctialis,Lemna angolensis Welw. ex Hegelm.,Lemna,angolensis,Welw. ex Hegelm.,,
164404,Lemna aequinoctialis,Lemna paucicostata Hegelm.,Lemna,paucicostata,Hegelm.,,
164404,Lemna aequinoctialis,Lemna trinervis (Austin) Small,Lemna,trinervis,(Austin) Small,,
168790,Azolla pinnata,Azolla africana Desv.,Azolla,africana,Desv.,,
168790,Azolla pinnata,Azolla guineensis Schumach.,Azolla,guineensis,Schumach.,,
168790,Azolla pinnata,Azolla imbricata (Roxb. ex Griff.) Nakai,Azolla,imbricata,(Roxb. ex Griff.) Nakai,,
120145845,Murdannia simplex,Commelina simplex Vahl,Commelina,simplex,Vahl,,
164443,Cyperus alopecuroides,Cyperus poireti Roem. & Schult.,Cyperus,poireti,Roem. & Schult.,,
164443,Cyperus alopecuroides,Cyperus glomeratus Willd.,Cyperus,glomeratus,Willd.,,
164443,Cyperus alopecuroides,Cyperus compositus R.Br.,Cyperus,compositus,R.Br.,,
164443,Cyperus alopecuroides,Cyperus bidentatus Poir.,Cyperus,bidentatus,Poir.,,
164443,Cyperus alopecuroides,Juncellus alopecuroides (Rottb.) C.B.Clarke,Juncellus,alopecuroides,(Rottb.) C.B.Clarke,,
164443,Cyperus alopecuroides,Chlorocyperus alopecuroides Grossh.,Chlorocyperus,alopecuroides,Grossh.,,
185737,Cyperus denudatus,Cyperus phaeorrhizus K.Schum.,Cyperus,phaeorrhizus,K.Schum.,,
185737,Cyperus denudatus,Cyperus verrucinux C.B.Clarke,Cyperus,verrucinux,C.B.Clarke,,
164294,Cyperus difformis,Cyperus oryzetorum Steud.,Cyperus,oryzetorum,Steud.,,
164294,Cyperus difformis,Cyperus complanatus Forssk.,Cyperus,complanatus,Forssk.,,
164294,Cyperus difformis,Cyperus lateriflorus Torr.,Cyperus,lateriflorus,Torr.,,
164294,Cyperus difformis,Cyperus holoschoenoides Jan ex. Roem. & Schult.,Cyperus,holoschoenoides,Jan ex. Roem. & Schult.,,
164294,Cyperus difformis,Cyperus protractus Link non Del.,Cyperus,protractus,Link non Del.,,
164294,Cyperus difformis,Cyperus goeringii Steud.,Cyperus,goeringii,Steud.,,
164294,Cyperus difformis,Cyperus difformis L. subsp. subdecompositus Kük.,Cyperus,difformis,L.,subspecies (plantae),Kük.
158183,Cyperus rotundus,Cyperus nubicus C.B.Clarke,Cyperus,nubicus,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus retzii Nees,Cyperus,retzii,Nees,,
158183,Cyperus rotundus,Cyperus merkeri C.B.Clarke,Cyperus,merkeri,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus taylorii C.B.Clarke,Cyperus,taylorii,C.B.Clarke,,
158183,Cyperus rotundus,Cyperus rotundus L. subsp. taylorii (C.B.Clarke) Kük..,Cyperus,rotundus,L.,subspecies (plantae),(C.B.Clarke) Kük..
177145,Cyperus tenuiculmis,Cyperus corymlosus Rottb.,Cyperus,corymlosus,Rottb.,,
157979,Cyperus flavescens,Pycreus flavescens (L.) P.Beauv. ex Rchb.,Pycreus,flavescens,(L.) P.Beauv. ex Rchb.,,
158207,Fuirena ciliaris,Scirpus ciliaris L.,Scirpus,ciliaris,L.,,
167850,Isolepis fluitans,Eleogiton fluitans (L.) Link,Eleogiton,fluitans,(L.) Link,,
167850,Isolepis fluitans,Scirpus fluitans L.,Scirpus,fluitans,L.,,
168855,Aeschynomene indica,Aeschynomene sensitiva P.Beauv.,Aeschynomene,sensitiva,P.Beauv.,,
164322,Najas marina,Najas fluviatilis Poir.,Najas,fluviatilis,Poir.,,
164322,Najas marina,Najas gracilis (Morong) Small,Najas,gracilis,(Morong) Small,,
164322,Najas marina,Najas latifolia A.Braun,Najas,latifolia,A.Braun,,
164322,Najas marina,Najas major All.,Najas,major,All.,,
164326,Marsilea minuta,Marsilea tenax Peter,Marsilea,tenax,Peter,,
164326,Marsilea minuta,Marsilea rotundata Wild.,Marsilea,rotundata,Wild.,,
164326,Marsilea minuta,Marsilea diffusa A.Braun,Marsilea,diffusa,A.Braun,,
164326,Marsilea minuta,Marsilea crenulata Desv.,Marsilea,crenulata,Desv.,,
164100,Leptochloa fusca,Diplachne fusca (L.) P. Beauv. ex Roem. & Schult.,Diplachne,fusca,(L.) P. Beauv. ex Roem. & Schult.,,
164100,Leptochloa fusca,Festuca fusca L.,Festuca,fusca,L.,,
164100,Leptochloa fusca,Bromus polystachios Forssk.,Bromus,polystachios,Forssk.,,
164100,Leptochloa fusca,Leptochloa fusca (L.) Kunth,Leptochloa,fusca,(L.) Kunth,,
164100,Leptochloa fusca,Poa fusca (L.) Desf.,Poa,fusca,(L.) Desf.,,
168962,Stuckenia pectinata,Potamogeton pectinatus L.,Potamogeton,pectinatus,L.,,
168962,Stuckenia pectinata,Coleogeton pectinatus (L.) Les & Haynes,Coleogeton,pectinatus,(L.) Les & Haynes,,
168962,Stuckenia pectinata,Potamogeton livingstonei A.Benn.,Potamogeton,livingstonei,A.Benn.,,
164350,Cyclosorus interruptus,Dryopteris gongylodes (Schkuhr) Kuntze subsp. propinqua (R.Br.) C.Chr.,Dryopteris,gongylodes,(Schkuhr) Kuntze,subspecies (plantae),(R.Br.) C.Chr.
164350,Cyclosorus interruptus,Thelypteris interrupta (Willd.) K.Iwats.,Thelypteris,interrupta,(Willd.) K.Iwats.,,
164350,Cyclosorus interruptus,Pteris interrupta Willd.,Pteris,interrupta,Willd.,,
117482866,Hakea ceratophylla,Conchium ceratophylla Sm.,Conchium,ceratophylla,Sm.,,
117487838,Hakea elliptica,Conchium ellipticum Sm.,Conchium,ellipticum,Sm.,,
117491816,Hakea longiflora,Hakea erinacea Meisn. var. longiflora Benth.,Hakea,erinacea,Meisn.,variety,Benth.
117511512,Hakea oleifolia,Conchium oleifolium Sm.,Conchium,oleifolium,Sm.,,
118134542,Hakea neospathulata,Hakea spathulata R.M.Barker,Hakea,spathulata,R.M.Barker,,
118136520,Hakea trifurcata,Conchium trifurcatum Sm.,Conchium,trifurcatum,Sm.,,
118143677,Isopogon drummondii,Isopogon drummondii Benth.,Isopogon,drummondii,Benth.,,
118143904,Isopogon dubius,Petrophile dubia R.Br.,Petrophile,dubia,R.Br.,,
118144209,Isopogon inconspicuus,Petrophile inconspicua Meisn.,Petrophile,inconspicua,Meisn.,,
118145932,Isopogon tridens,Isopogon trilobus R.Br. var. tridens Meisn.,Isopogon,trilobus,R.Br.,variety,Meisn.
118147048,Lambertia echinata,Lambertia propinqua R.Br.,Lambertia,propinqua,R.Br.,,
118492102,Stirlingia anethifolia,Simsia anethifolia R.Br.,Simsia,anethifolia,R.Br.,,
118492201,Stirlingia latifolia,Simsia latifolia R.Br.,Simsia,latifolia,R.Br.,,
118492732,Stirlingia tenuifolia,Simsia tenuifolia R.Br.,Simsia,tenuifolia,R.Br.,,
118492806,Strangea cynanchicarpa,Stirlingia cynanchicarpa (Meisn.) F.Muell.,Stirlingia,cynanchicarpa,(Meisn.) F.Muell.,,
118501108,Synaphea divaricata,Synaphea favosa R.Br. var. divaricata Benth.,Synaphea,favosa,R.Br.,variety,Benth.
118502413,Synaphea obtusata,Synaphea preissii var. obtusata Meisn.,Synaphea,preissii,,variety,Meisn.
118504285,Synaphea reticulata,Conospermum reticulatum Sm.,Conospermum,reticulatum,Sm.,,
118504329,Synaphea spinulosa,Polypodium spinulosum Burm.f.,Polypodium,spinulosum,Burm.f.,,
168653,Kyllinga brevifolia,Cyperus brevifolius (Rottb.) Endl. ex Hassk.,Cyperus,brevifolius,(Rottb.) Endl. ex Hassk.,,
122230349,Sphaeropteris celebica,Cyathea celebica Blume,Cyathea,celebica,Blume,,
122230363,Sphaeropteris felina,Polypodium felinum Roxb.,Polypodium,felinum,Roxb.,,
122230363,Sphaeropteris felina,Alsophila concinna Baker,Alsophila,concinna,Baker,,
122230363,Sphaeropteris felina,Sphaeropteris concinna (Baker) R.M.Tryon,Sphaeropteris,concinna,(Baker) R.M.Tryon,,
122230363,Sphaeropteris felina,Cyathea sangirensis (Christ) Copel.,Cyathea,sangirensis,(Christ) Copel.,,
122230363,Sphaeropteris felina,Cyathea eminens Domin,Cyathea,eminens,Domin,,
117489679,Hakea grammatophylla,Grevillea grammatophylla F.Muell.,Grevillea,grammatophylla,F.Muell.,,
117492544,Hakea lorea,Grevillea lorea R.Br.,Grevillea,lorea,R.Br.,,
118135899,Hakea teretifolia,Banksia teretifolia Salisb.,Banksia,teretifolia,Salisb.,,
118137373,Hakea trineura,Grevillea trineura F.Muell.,Grevillea,trineura,F.Muell.,,
118139688,Helicia lamingtoniana,Hollandaea lamingtoniana F.M.Bailey,Hollandaea,lamingtoniana,F.M.Bailey,,
118140457,Helicia nortoniana,Cyanocarpus nortoniana F.M.Bailey,Cyanocarpus,nortoniana,F.M.Bailey,,
118142510,Isopogon anethifolius,Protea anethifolia Salisb.,Protea,anethifolia,Salisb.,,
118148531,Lasjia claudiensis,Macadamia claudiensis C.L.Gross & B.Hyland,Macadamia,claudiensis,C.L.Gross & B.Hyland,,
118148842,Lasjia grandis,Macadamia grandis C.L.Gross & B.Hyland,Macadamia,grandis,C.L.Gross & B.Hyland,,
118151040,Lomatia myricoides,Embothrium myricoides C.F.Gaertn.,Embothrium,myricoides,C.F.Gaertn.,,
118151323,Lomatia tinctoria,Embothrium tinctorium Labill.,Embothrium,tinctorium,Labill.,,
118152001,Nothorites megacarpus,Orites megacarpus  A.S.George & B.Hyland,Orites,megacarpus, A.S.George & B.Hyland,,
118152058,Orites acicularis,Oritina acicularis R.Br.,Oritina,acicularis,R.Br.,,
118153811,Persoonia levis,Linkia levis Cav.,Linkia,levis,Cav.,,
118504738,Triunia montana,Helicia youngiana F.Muell. var. montana C.T.White,Helicia,youngiana,F.Muell.,variety,C.T.White
118504763,Triunia youngiana,Helicia youngiana F.Muell.,Helicia,youngiana,F.Muell.,,
118505214,Xylomelum scottianum,Helicia scottiana F.Muell.,Helicia,scottiana,F.Muell.,,
123730244,Scleria lithosperma,Scirpus lithospermus L.,Scirpus,lithospermus,L.,,
123707362,Abelmoschus ficulneus,Hibiscus ficulneus L.,Hibiscus,ficulneus,L.,,
123707362,Abelmoschus ficulneus,Abelmoschus alborubens Benth.,Abelmoschus,alborubens,Benth.,,
123707362,Abelmoschus ficulneus,Abelmoschus alboruber F.Muell.,Abelmoschus,alboruber,F.Muell.,,
123707362,Abelmoschus ficulneus,Abelmoschus strictus Voigt,Abelmoschus,strictus,Voigt,,
123707362,Abelmoschus ficulneus,Hibiscus ficulneus L. var. alboruber (F.Muell.) Domin,Hibiscus,ficulneus,L.,variety,(F.Muell.) Domin
123707362,Abelmoschus ficulneus,Hibiscus mauritianus Spreng.,Hibiscus,mauritianus,Spreng.,,
123707362,Abelmoschus ficulneus,Hibiscus prostratus Roxb.,Hibiscus,prostratus,Roxb.,,
123707362,Abelmoschus ficulneus,Hibiscus sinuatus Cav.,Hibiscus,sinuatus,Cav.,,
123707362,Abelmoschus ficulneus,Hibiscus strictus Roxb.,Hibiscus,strictus,Roxb.,,
123707362,Abelmoschus ficulneus,Laguna aculeata Cav.,Laguna,aculeata,Cav.,,
123707362,Abelmoschus ficulneus,Laguna angulata G.Don,Laguna,angulata,G.Don,,
123707362,Abelmoschus ficulneus,Laguna sinuata Hornem.,Laguna,sinuata,Hornem.,,
123707530,Abelmoschus moschatus,Hibiscus abelmoschus L. var. betulifolius Mast.,Hibiscus,abelmoschus,L.,variety,Mast.
123707530,Abelmoschus moschatus,Hibiscus pseudabelmoschus Blume,Hibiscus,pseudabelmoschus,Blume,,
123707530,Abelmoschus moschatus,Hibiscus roxburghii Steud.,Hibiscus,roxburghii,Steud.,,
123707530,Abelmoschus moschatus,Hibiscus abelmoschus L. var. genuinus Hochr.,Hibiscus,abelmoschus,L.,variety,Hochr.
123707530,Abelmoschus moschatus,Abelmoschus sublobatus C.Presl,Abelmoschus,sublobatus,C.Presl,,
123707530,Abelmoschus moschatus,Hibiscus abelmoschus L.,Hibiscus,abelmoschus,L.,,
123707530,Abelmoschus moschatus,Hibiscus haenkeanus (C.Presl) Fern.-Vill.,Hibiscus,haenkeanus,(C.Presl) Fern.-Vill.,,
123707530,Abelmoschus moschatus,Abelmoschus roseus Walp.,Abelmoschus,roseus,Walp.,,
123707530,Abelmoschus moschatus,Abelmoschus lanyunatus (S.S.Ying) S.S.Ying,Abelmoschus,lanyunatus,(S.S.Ying) S.S.Ying,,
123707530,Abelmoschus moschatus,Abelmoschus palustris Walp.,Abelmoschus,palustris,Walp.,,
123707530,Abelmoschus moschatus,Abelmoschus cilaris (C.Presl) Walp.,Abelmoschus,cilaris,(C.Presl) Walp.,,
123707530,Abelmoschus moschatus,Hibiscus ciliaris C.Presl,Hibiscus,ciliaris,C.Presl,,
123707530,Abelmoschus moschatus,Abelmoschus betulifolia Wall.,Abelmoschus,betulifolia,Wall.,,
123707530,Abelmoschus moschatus,Abelmoschus marianus C.Presl,Abelmoschus,marianus,C.Presl,,
123707530,Abelmoschus moschatus,Abelmoschus haenkeanus C.Presl,Abelmoschus,haenkeanus,C.Presl,,
123707530,Abelmoschus moschatus,Hibiscus flavescens Cav.,Hibiscus,flavescens,Cav.,,
123707530,Abelmoschus moschatus,Abelmoschus moschatus Medik. var. lanyunatus S.S.Ying,Abelmoschus,moschatus,Medik.,variety,S.S.Ying
123707530,Abelmoschus moschatus,Abelmoschus cucurbitaceus Walp.,Abelmoschus,cucurbitaceus,Walp.,,
123707530,Abelmoschus moschatus,Hibiscus sublobatus (C.Presl) Hochr.,Hibiscus,sublobatus,(C.Presl) Hochr.,,
123707530,Abelmoschus moschatus,Hibiscus abelmoschus L. var. multiformis Mast.,Hibiscus,abelmoschus,L.,variety,Mast.
123707530,Abelmoschus moschatus,Abelmoschus cubensis Walp.,Abelmoschus,cubensis,Walp.,,
123707530,Abelmoschus moschatus,Abelmoschus chinensis Wall.,Abelmoschus,chinensis,Wall.,,
123707530,Abelmoschus moschatus,Abelmoschus moschatus Medik. var. betulifolius (Mast.) Hochr.,Abelmoschus,moschatus,Medik.,variety,(Mast.) Hochr.
123707530,Abelmoschus moschatus,Abelmoschus moschatus Medik. var. multiformis (Mast.) Hochr.,Abelmoschus,moschatus,Medik.,variety,(Mast.) Hochr.
117418034,Pleuranthodium racemigerum,Alpinia racemigera F.Muell.,Alpinia,racemigera,F.Muell.,,
126488243,Dendrobium antennatum,Ceratobium antennatum (Lindl.) M.A.Clem. & D.L.Jones,Ceratobium,antennatum,(Lindl.) M.A.Clem. & D.L.Jones,,
126488243,Dendrobium antennatum,Callista antennata (Lindl.) Kuntze,Callista,antennata,(Lindl.) Kuntze,,
126488260,Dendrobium bifalce,Callista bifalcis (Lindl.) Kuntze,Callista,bifalcis,(Lindl.) Kuntze,,
126488260,Dendrobium bifalce,Dortis bifalcis (Lindl.) Rchb.f.,Dortis,bifalcis,(Lindl.) Rchb.f.,,
126488260,Dendrobium bifalce,Sayeria bifalcis (Lindl.) Rauschert,Sayeria,bifalcis,(Lindl.) Rauschert,,
126488260,Dendrobium bifalce,Leioanthum bifalce (Lindl.) M.A.Clem. & D.L.Jones,Leioanthum,bifalce,(Lindl.) M.A.Clem. & D.L.Jones,,
126488273,Dendrobium canaliculatum,Callista canaliculata (R.Br.) Kuntze,Callista,canaliculata,(R.Br.) Kuntze,,
126488273,Dendrobium canaliculatum,Cepobaculum canaliculatum (R.Br.) M.A.Clem. & D.L.Jones,Cepobaculum,canaliculatum,(R.Br.) M.A.Clem. & D.L.Jones,,
126488282,Dendrobium carronii,Cepobaculum caronii (Lavarack & P.J.Cribb) M.A.Clem. & D.L.Jones,Cepobaculum,caronii,(Lavarack & P.J.Cribb) M.A.Clem. & D.L.Jones,,
126490044,Dendrobium discolor,Dendrobium undulatum R.Br.,Dendrobium,undulatum,R.Br.,,
126492598,Dendrobium johannis,Cepobaculum johannis (Rchb.f.) M.A.Clem. & D.L.Jones,Cepobaculum,johannis,(Rchb.f.) M.A.Clem. & D.L.Jones,,
126492598,Dendrobium johannis,Dendrobium undulatum R.Br. var. johannis (Rchb.f.) F.M.Bailey,Dendrobium,undulatum,R.Br.,variety,(Rchb.f.) F.M.Bailey
126492598,Dendrobium johannis,Callista johannis (Rchb.f.) Kuntze,Callista,johannis,(Rchb.f.) Kuntze,,
126493413,Dendrobium mirbelianum,Durabaculum mirbelianum (Gaudich.) Voy.,Durabaculum,mirbelianum,(Gaudich.) Voy.,,
126493413,Dendrobium mirbelianum,Callista mirbeliiana (Gaudich.) Kunze,Callista,mirbeliiana,(Gaudich.) Kunze,,
126493741,Dendrobium nindii,Durabaculum nindii (W.Hill) M.A.Clem. & D.L.Jones,Durabaculum,nindii,(W.Hill) M.A.Clem. & D.L.Jones,,
126494219,Dendrobium trilamellatum,Cepobaculum trilamellatum (J.J.Sm.) M.A.Clem. & D.L.Jones,Cepobaculum,trilamellatum,(J.J.Sm.) M.A.Clem. & D.L.Jones,,
126494219,Dendrobium trilamellatum,Dendrobium semifuscum (Echb.f.) Lavarack & P.J.Cribb,Dendrobium,semifuscum,(Echb.f.) Lavarack & P.J.Cribb,,
126494219,Dendrobium trilamellatum,Dendrobium johannis var. semifuscum Rchb.f.,Dendrobium,johannis var. semifuscum,Rchb.f.,,
126494219,Dendrobium trilamellatum,Cepobaculum semifuscum (Rchb.f.) M.A.Clem. & D.L.Jones,Cepobaculum,semifuscum,(Rchb.f.) M.A.Clem. & D.L.Jones,,
126494267,Rhinerrhizopsis moorei,Thrixspermum moorei Rchb.f.,Thrixspermum,moorei,Rchb.f.,,
126494267,Rhinerrhizopsis moorei,"Rhinerrhiza moorei (Rchb.f.) M.A.Clem, B.Wallace & D.L.Jones",Rhinerrhiza,moorei,"(Rchb.f.) M.A.Clem, B.Wallace & D.L.Jones",,
126494267,Rhinerrhizopsis moorei,Sarcochilus moorei (Rchb.f.) Schltr.,Sarcochilus,moorei,(Rchb.f.) Schltr.,,
126494267,Rhinerrhizopsis moorei,Pteroceras moorei (Rchb.f) Bakh.f.,Pteroceras,moorei,(Rchb.f) Bakh.f.,,
129105214,Psidium guineense,Psidium araca Raddi,Psidium,araca,Raddi,,
129105214,Psidium guineense,Psidium sericiflorum Benth.,Psidium,sericiflorum,Benth.,,
118154409,Persoonia oxycoccoides,Linkia oxycocodes (Sieber ex Spreng.) Kuntze,Linkia,oxycocodes,(Sieber ex Spreng.) Kuntze,,
118154409,Persoonia oxycoccoides,Linkia oxycocodes (Sieber ex Spreng.) Kuntze,Linkia,oxycocodes,(Sieber ex Spreng.) Kuntze,,
133372704,Eucalyptus rugosa,Eucalyptus anceps (R.Br. ex Maiden) Blakely,Eucalyptus,anceps,(R.Br. ex Maiden) Blakely,,
133373065,Eucalyptus eremophila,Eucalyptus occidentalis Endl. var. eremophila Diels,Eucalyptus,occidentalis,Endl.,variety,Diels
133373085,Eucalyptus ecostata,Eucalyptus falcata Turcz. var. ecostata Maiden,Eucalyptus,falcata,Turcz.,variety,Maiden
