assessmentId,internalTaxonId,scientificName,kingdomName,phylumName,orderName,className,familyName,genusName,speciesName,infraType,infraName,infraAuthority,authority,redlistCategory,redlistCriteria,criteriaVersion,populationTrend,scopes
113307326,112607661,Banksia kippistiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,kippistiana,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307331,112607666,Banksia lepidorhiza,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,lepidorhiza,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Endangered,A2c,3.1,Decreasing,Global
113307336,112607688,Banksia dallanneyi,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,dallanneyi,,,,A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Decreasing,Global
113307341,112607704,Banksia prolata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,prolata,,,,A.R.Mast &amp; K.R.Thiele,Near Threatened,B1ab(v),3.1,Stable,Global
113307346,112607714,Banksia meganotia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,meganotia,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,B1ab(iii),3.1,Stable,Global
113307351,112607720,Banksia mimica,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,mimica,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Endangered,"A2ce+4ce; B2ab(iii,v)",3.1,Decreasing,Global
113307356,112607724,Banksia montana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,montana,,,,(C.A.Gardner ex A.S.George) A.R.Mast &amp; K.R.Thiele,Critically Endangered,"A2ace+3ce+4ce; B1ab(iii,v); C1+2a(i); D",3.1,Decreasing,Global
113307361,112607739,Banksia mucronulata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,mucronulata,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2ce+4ce,3.1,Decreasing,Global
113307366,112607749,Banksia nana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,nana,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307371,112607753,Banksia alliacea,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,alliacea,,,,A.R.Mast &amp; K.R.Thiele,Near Threatened,A2c; C1,3.1,Stable,Global
113307376,112607780,Banksia nivea,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,nivea,,,,Labill.,Least Concern,,3.1,Stable,Global
113307381,112628306,Banksia nobilis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,nobilis,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307391,112628407,Banksia octotriginta,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,octotriginta,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Endangered,A2ce,3.1,Decreasing,Global
113307396,112628435,Banksia pallida,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,pallida,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2c,3.1,Stable,Global
113307401,112628442,Banksia platycarpa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,platycarpa,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2ce,3.1,Decreasing,Global
113307406,112628463,Banksia plumosa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,plumosa,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Vulnerable,A4ce,3.1,Decreasing,Global
113307411,112628495,Banksia polycephala,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,polycephala,,,,(Benth.) A.R.Mast &amp; K.R.Thiele,Endangered,A2ce,3.1,Stable,Global
113307416,112628511,Banksia porrecta,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,porrecta,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2c,3.1,Stable,Global
113307421,112628631,Banksia undata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,undata,,,,A.R.Mast &amp; K.R.Thiele,Near Threatened,B1b(v),3.1,Decreasing,Global
113307426,112628637,Banksia acuminata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,acuminata,,,,A.R.Mast &amp; K.R.Thiele,Near Threatened,B1b(iii),3.1,Stable,Global
113307431,112628673,Banksia prionophylla,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,prionophylla,,,,A.R.Mast &amp; K.R.Thiele,Critically Endangered,"A3ce+4ce; B1ab(ii,iii,v)+2ab(ii,iii,v); C1+2a(ii)",3.1,Unknown,Global
113307436,112628695,Banksia proteoides,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,proteoides,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,Vulnerable,C1,3.1,Decreasing,Global
113307441,112628716,Banksia pseudoplumosa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,pseudoplumosa,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,"A4ce; B1ab(i,ii,iii,iv,v)+2ab(i,ii,iii,iv,v)",3.1,Decreasing,Global
113307446,112628756,Banksia pteridifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,pteridifolia,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2ce+4ce,3.1,Decreasing,Global
113307451,112628817,Banksia bella,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,bella,,,,A.R.Mast &amp; K.R.Thiele,Vulnerable,D1,3.1,Stable,Global
113307456,112628841,Banksia purdieana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,purdieana,,,,(Diels) A.R.Mast &amp; K.R.Thiele,Endangered,A2c,3.1,Stable,Global
113307461,112628852,Banksia heliantha,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,heliantha,,,,A.R.Mast &amp; K.R.Thiele,Near Threatened,"B1ab(iii,v)",3.1,Decreasing,Global
113307466,112628888,Banksia rufistylis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,rufistylis,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
113307471,112628919,Banksia sclerophylla,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,sclerophylla,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,Near Threatened,B1b(iii),3.1,Stable,Global
113307476,112628934,Banksia seneciifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,seneciifolia,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Near Threatened,A4ce,3.1,Decreasing,Global
113307481,112628967,Banksia serra,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,serra,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Near Threatened,A2ce+4ce,3.1,Decreasing,Global
113307486,112628984,Banksia serratuloides,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,serratuloides,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2ce+3ce+4ce; C1,3.1,Decreasing,Global
113307491,112628996,Banksia sessilis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,sessilis,,,,(Knight) Domin,Least Concern,,3.1,Stable,Global
113307496,112629053,Banksia shanklandiorum,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,shanklandiorum,,,,(Randall) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2c,3.1,Decreasing,Global
113307501,112629058,Banksia shuttleworthiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,shuttleworthiana,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307506,112629086,Banksia splendida,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,splendida,,,,A.R.Mast &amp; K.R.Thiele,Endangered,A2c,3.1,Decreasing,Global
113307511,112629095,Banksia squarrosa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,squarrosa,,,,(R.Br.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Decreasing,Global
113307516,112629124,Banksia stenoprion,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,stenoprion,,,,(Meisn.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307521,112629129,Banksia strictifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,strictifolia,,,,A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307526,112629139,Banksia stuposa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,stuposa,,,,(Lindl.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307531,112629159,Banksia subpinnatifida,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,subpinnatifida,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,Near Threatened,B1b(v),3.1,Decreasing,Global
113307536,112629180,Banksia subulata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,subulata,,,,(C.A.Gardner) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2c,3.1,Stable,Global
113307541,112629184,Banksia tenuis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,tenuis,,,,A.R.Mast &amp; K.R.Thiele,Vulnerable,A2ce,3.1,Decreasing,Global
113307546,112629209,Banksia tortifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,tortifolia,,,,(Kippist ex Meisn.) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307551,112629232,Banksia tridentata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,tridentata,,,,(Meisn.) B.D.Jacks.,Least Concern,,3.1,Stable,Global
113307556,112629307,Banksia trifontinalis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,trifontinalis,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Endangered,"A2c; B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
113307561,112629370,Banksia vestita,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,vestita,,,,(Kippist ex Meisn.) A.R.Mast &amp; K.R.Thiele,Vulnerable,A2c,3.1,Stable,Global
113307566,112629381,Banksia viscida,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,viscida,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Near Threatened,B1a,3.1,Stable,Global
113307571,112629393,Banksia wonganensis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,wonganensis,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Vulnerable,D1,3.1,Stable,Global
113307576,112629429,Banksia xylothemelia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Banksia,xylothemelia,,,,(A.S.George) A.R.Mast &amp; K.R.Thiele,Least Concern,,3.1,Stable,Global
113307581,112643011,Franklandia fucifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Franklandia,fucifolia,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307586,112643055,Franklandia triaristata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Franklandia,triaristata,,,,Benth.,Endangered,"A4e; B1ab(iii,iv,v); C1",3.1,Decreasing,Global
113307591,112643532,Grevillea centristigma,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,centristigma,,,,(McGill.) Keighery,Least Concern,,3.1,Stable,Global
113307596,112643869,Grevillea delta,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,delta,,,,(McGill.) Olde &amp; Marriott,Least Concern,,3.1,Stable,Global
113307601,112644819,Grevillea acacioides,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,acacioides,,,,C.A.Gardner ex D.J.McGillivray,Least Concern,,3.1,Stable,Global
113307606,112645596,Grevillea acrobotrya,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,acrobotrya,,,,Meisn.,Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
113307611,112645626,Grevillea acropogon,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,acropogon,,,,Makinson,Endangered,B1ab(iii)+2ab(iii),3.1,Increasing,Global
113307616,112645630,Grevillea acuaria,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,acuaria,,,,F.Muell. ex Benth.,Least Concern,,3.1,Stable,Global
113307621,112645660,Grevillea adenotricha,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,adenotricha,,,,McGill.,Data Deficient,,3.1,Unknown,Global
113307626,112645686,Grevillea agrifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,agrifolia,,,,A.Cunn. ex R.Br.,Least Concern,,3.1,Stable,Global
113307636,112645835,Grevillea amplexans,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,amplexans,,,,F.Muell. ex Benth.,Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
113307641,112645846,Grevillea anethifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,anethifolia,,,,R.Br.,Vulnerable,A2c,3.1,Decreasing,Global
113307646,112645903,Grevillea aneura,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,aneura,,,,McGill.,Least Concern,,3.1,Stable,Global
113307651,112645927,Grevillea angulata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,angulata,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307656,112646018,Grevillea annulifera,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,annulifera,,,,F.Muell.,Least Concern,,3.1,Stable,Global
113307661,112646104,Grevillea argyrophylla,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,argyrophylla,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307666,112646119,Grevillea armigera,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,armigera,,,,Meisn.,Near Threatened,B1a,3.1,Stable,Global
113307671,112646236,Grevillea asparagoides,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,asparagoides,,,,Meisn.,Critically Endangered,A2ce+4ce,3.1,Decreasing,Global
113307676,112646257,Grevillea aspera,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,aspera,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307681,112646448,Grevillea asteriscosa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,asteriscosa,,,,Diels,Critically Endangered,A2ce+4ce,3.1,Decreasing,Global
113307686,112646485,Grevillea aurea,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,aurea,,,,Olde &amp; Marriott,Least Concern,,3.1,Stable,Global
113307696,112647083,Grevillea baxteri,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,baxteri,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307701,112647223,Grevillea benthamiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,benthamiana,,,,McGill.,Vulnerable,B1ab(v),3.1,Decreasing,Global
113307706,112647232,Grevillea berryana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,berryana,,,,Ewart &amp; Jean White,Least Concern,,3.1,Stable,Global
113307711,112647314,Grevillea biformis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,biformis,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307716,112647327,Grevillea bipinnatifida,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,bipinnatifida,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307721,112647354,Grevillea biternata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,biternata,,,,Meisn.,Least Concern,,3.1,Decreasing,Global
113307726,112647366,Grevillea brachystachya,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,brachystachya,,,,Meisn.,Endangered,"B2ab(iii,v)",3.1,Decreasing,Global
113307731,112647558,Grevillea brachystylis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,brachystylis,,,,Meisn.,Vulnerable,"B1ab(iii,v)",3.1,Decreasing,Global
113307741,112648103,Grevillea brevis,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,brevis,,,,Olde &amp; Marriott,Least Concern,,3.1,Stable,Global
113307746,112648373,Grevillea bronwenae,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,bronwenae,,,,Keighery,Least Concern,,3.1,Stable,Global
113307751,112648631,Grevillea byrnesii,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,byrnesii,,,,McGill.,Least Concern,,3.1,Stable,Global
113307756,112648677,Grevillea cagiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,cagiana,,,,McGill.,Least Concern,,3.1,Stable,Global
113307761,112648687,Grevillea calcicola,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,calcicola,,,,A.S.George,Endangered,"B1ab(iii,v)+2ab(iii,v)",3.1,Decreasing,Global
113307766,112648721,Grevillea calliantha,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,calliantha,,,,Makinson &amp; Olde,Critically Endangered,"A2ce+4ce; B1ab(iii,iv,v)+2ab(iii,iv,v); C2a(i); D",3.1,Decreasing,Global
113307771,112648768,Grevillea candelabroides,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,candelabroides,,,,C.A.Gardner,Least Concern,,3.1,Decreasing,Global
113307776,112648845,Grevillea candicans,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,candicans,,,,C.A.Gardner,Vulnerable,"A2ce; B1ab(iii,v)",3.1,Decreasing,Global
113307781,112648898,Grevillea candolleana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,candolleana,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307786,112649251,Grevillea ceratocarpa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,ceratocarpa,,,,Diels,Least Concern,,3.1,Decreasing,Global
113307791,112649374,Grevillea cheilocarpa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,cheilocarpa,,,,Makinson,Least Concern,,3.1,Stable,Global
113307796,112649511,Grevillea christineae,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,christineae,,,,McGill.,Vulnerable,"B1ab(iii,v); C2a(i); D1",3.1,Decreasing,Global
113307801,112650284,Grevillea cirsiifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,cirsiifolia,,,,Meisn.,Data Deficient,,3.1,Decreasing,Global
113307806,112650591,Grevillea coccinea,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,coccinea,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307811,112650607,Grevillea commutata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,commutata,,,,F.Muell.,Vulnerable,B1ab(iii),3.1,Decreasing,Global
113307816,112650624,Grevillea concinna,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,concinna,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307821,112650818,Grevillea corrugata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,corrugata,,,,Olde &amp; Marriott,Endangered,"B1ab(iii,v)",3.1,Decreasing,Global
113307826,112650868,Grevillea costata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,costata,,,,C.A.Gardner ex A.S.George,Least Concern,,3.1,Stable,Global
113307831,112650882,Grevillea crassifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,crassifolia,,,,Domin,Least Concern,,3.1,Stable,Global
113307836,112650920,Grevillea cravenii,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,cravenii,,,,Makinson,Endangered,D,3.1,Stable,Global
113307841,112650924,Grevillea crithmifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,crithmifolia,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307846,112651001,Grevillea crowleyae,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,crowleyae,,,,Olde &amp; Marriott,Endangered,A2ce; B1ab(v),3.1,Decreasing,Global
113307851,112651032,Grevillea cunninghamii,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,cunninghamii,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307856,112651192,Grevillea decipiens,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,decipiens,,,,McGill.,Least Concern,,3.1,Stable,Global
113307861,112651258,Grevillea decurrens,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,decurrens,,,,Ewart,Least Concern,,3.1,Stable,Global
113307866,112651342,Grevillea deflexa,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,deflexa,,,,F.Muell.,Least Concern,,3.1,Stable,Global
113307871,112651591,Grevillea depauperata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,depauperata,,,,R.Br.,Least Concern,,3.1,Stable,Global
113307876,112651992,Grevillea didymobotrya,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,didymobotrya,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307881,112652003,Grevillea dielsiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,dielsiana,,,,C.A.Gardner,Least Concern,,3.1,Stable,Global
113307886,113014543,Grevillea dimidiata,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,dimidiata,,,,F.Muell.,Least Concern,,3.1,Stable,Global
113307891,113014724,Grevillea disjuncta,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,disjuncta,,,,F.Muell.,Least Concern,,3.1,Stable,Global
113307896,113014883,Grevillea dissecta,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,dissecta,,,,(McGill.) Olde &amp; Marriott,Data Deficient,,3.1,Unknown,Global
113307901,113015361,Grevillea diversifolia,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,diversifolia,,,,Meisn.,Least Concern,,3.1,Stable,Global
113307906,113015373,Grevillea dolichopoda,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,dolichopoda,,,,(McGill.) Olde &amp; Marriott,Least Concern,,3.1,Stable,Global
113307911,113015846,Grevillea donaldiana,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,donaldiana,,,,Kenneally,Data Deficient,,3.1,Unknown,Global
113307916,113015896,Grevillea drummondii,PLANTAE,TRACHEOPHYTA,PROTEALES,MAGNOLIOPSIDA,PROTEACEAE,Grevillea,drummondii,,,,Meisn.,Vulnerable,"A2ce; B1ab(iii,v)",3.1,Decreasing,Global
